rownum,stateabbrv,avg smoke,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,avg obese,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,avg exercise,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MS,0.1810,0.197,0.202,0.233,0.091,0.395,0.484,0.373,0.300,0.424,0.639,0.539,0.718,0.633,0.667,21.807,"10,330.93",1.857,-0.735,85.002,84.836,61.113,74.996,54.519,87.707,0.027,0.034,0.021,0.135,0.355,0.319,0.184,0.325,-0.856,42.343,59.792,1.149,0.097,-0.037,0.114,0.507,0.231,0.486,0.013,0.017,27.68,0.365,"24,121.31","63,372.45",4.336,19.803,-13.492,-0.025,11.391,"1,219.97",-0.022,37.347,0.394,0.006,"1,747.69",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,MS,0.1757,0.215,0.130,0.286,0.071,0.370,0.378,0.413,0.357,0.333,0.666,0.548,0.652,0.714,0.750,20.482,"11,858.54",1.756,-1.169,82.698,81.621,58.871,72.563,52.008,83.853,0.025,0.021,0.038,0.138,0.430,0.338,0.175,0.296,-0.351,44.647,58.516,3.560,0.079,-0.047,0.027,0.503,0.199,3.081,0.011,0.017,29.42,0.417,"22,600.17","70,892.44",4.664,20.140,-23.049,0.041,11.743,,,34.799,0.401,0.010,"1,808.87",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,MS,0.1944,0.265,0.211,0.171,0.130,0.264,0.333,0.253,0.251,0.220,0.714,0.557,0.706,0.769,0.823,19.251,"10,628.48",1.066,-0.640,81.663,81.523,63.560,74.021,63.095,86.279,0.100,0.092,0.110,0.288,0.425,0.175,0.180,0.425,-0.538,53.057,44.453,1.279,0.045,0.200,0.289,0.629,0.112,1.408,0.015,0.013,111.14,0.267,"33,322.40","109,557.30",4.618,19.187,-15.257,0.005,24.734,"2,959.44",-0.020,36.373,0.303,0.009,"1,604.13",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MS,0.2079,0.290,0.212,0.190,0.139,0.351,0.391,0.403,0.317,0.295,0.673,0.559,0.639,0.728,0.765,21.852,"10,734.82",2.056,-1.212,85.966,82.021,60.349,70.949,54.388,107.046,0.013,0.010,0.012,0.083,0.386,0.263,0.119,0.386,-0.624,60.128,44.307,0.773,0.061,0.046,0.122,0.524,0.184,0.667,0.012,0.011,37.52,0.341,"25,123.34","76,124.30",4.398,17.767,-16.041,0.011,11.290,970.00,-0.061,39.618,0.308,0.007,"1,568.73",0.012,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,MS,0.1849,0.229,0.163,0.244,0.104,0.281,0.390,0.333,0.200,0.200,0.699,0.559,0.742,0.683,0.813,19.926,"10,905.55",1.346,-0.673,84.614,83.376,60.880,74.400,60.143,89.175,0.014,0.018,0.008,0.098,0.356,0.193,0.213,0.463,-0.017,71.883,30.243,0.685,0.060,0.087,0.233,0.552,0.143,0.599,0.016,0.016,45.68,0.321,"27,070.60","82,731.27",4.338,18.266,-8.088,0.016,12.286,,,40.479,0.240,0.006,"1,806.21",0.018,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LA,0.2279,0.188,0.320,0.182,0.222,0.388,0.333,0.320,0.600,0.300,0.574,0.375,0.538,0.583,0.800,22.748,"13,634.87",-0.346,-2.552,71.512,76.862,59.005,70.321,60.649,185.250,0.007,0.006,0.008,0.145,0.330,0.229,0.059,0.503,0.244,69.840,18.546,0.865,0.072,-0.140,-0.093,0.495,0.082,0.460,0.011,0.015,18.98,0.369,"24,857.21","68,440.00",4.508,16.447,1.447,0.014,10.420,,,48.589,0.191,0.013,"2,133.66",0.016,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,MS,0.2025,0.283,0.195,0.232,0.100,0.321,0.393,0.344,0.275,0.271,0.697,0.546,0.701,0.739,0.800,22.796,"11,671.85",1.972,-1.418,79.389,79.051,61.711,68.556,60.071,107.974,0.040,0.044,0.030,0.194,0.428,0.275,0.125,0.395,-0.373,52.987,46.357,1.006,0.075,-0.104,-0.073,0.519,0.111,1.189,0.007,0.011,29.98,0.418,"27,487.76","74,995.17",4.645,18.569,-19.332,0.012,14.098,954.80,0.261,38.773,0.350,0.015,"1,536.29",0.014,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MS,0.2164,0.293,0.256,0.143,0.174,0.330,0.386,0.313,0.324,0.296,0.662,0.480,0.646,0.695,0.826,20.387,"13,013.20",2.414,-1.260,85.168,77.674,61.345,70.457,58.031,103.839,0.065,0.065,0.072,0.239,0.414,0.251,0.132,0.391,-0.662,45.964,56.350,1.130,0.063,-0.046,0.041,0.566,0.149,0.899,0.008,0.013,38.32,0.379,"27,080.14","90,427.98",4.492,18.327,-18.280,0.030,17.782,"2,402.12",0.037,35.331,0.371,0.013,"1,873.78",0.018,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LA,0.2104,0.270,0.231,0.197,0.143,0.256,0.318,0.261,0.240,0.204,0.725,0.567,0.712,0.794,0.827,21.292,"11,663.39",0.270,-0.637,73.355,80.133,65.839,77.731,64.464,80.515,0.104,0.097,0.107,0.354,0.447,0.186,0.136,0.423,-0.988,52.917,37.082,4.261,0.050,0.025,0.081,0.608,0.083,4.656,0.011,0.015,339.55,0.247,"34,076.82","133,024.38",5.098,17.643,-10.714,0.053,22.210,"9,042.80",-0.062,38.180,0.312,0.014,"2,299.47",0.031,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,LA,0.2390,0.291,0.263,0.235,0.167,0.301,0.366,0.317,0.271,0.248,0.685,0.516,0.673,0.770,0.780,21.881,"10,396.07",1.779,-0.258,82.635,84.928,59.922,83.347,63.179,89.443,0.040,0.034,0.043,0.177,0.349,0.194,0.137,0.526,-1.247,73.654,19.919,1.603,0.048,0.031,0.073,0.569,0.113,1.519,0.009,0.012,82.45,0.414,"28,093.63","104,789.31",4.086,16.964,-11.857,0.038,11.339,"1,743.52",0.008,43.974,0.214,0.012,"2,349.90",0.026,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,LA,0.2066,0.274,0.227,0.190,0.135,0.247,0.298,0.250,0.237,0.203,0.731,0.592,0.712,0.769,0.850,18.587,"11,543.23",0.944,-0.172,80.163,81.492,66.832,79.148,65.070,72.755,0.084,0.084,0.081,0.292,0.400,0.178,0.114,0.443,-1.168,51.255,33.266,1.626,0.053,0.200,0.328,0.618,0.116,2.390,0.013,0.012,167.33,0.258,"31,578.73","127,021.17",4.793,17.134,-11.033,0.041,22.173,"2,442.33",0.030,39.295,0.266,0.015,"1,821.13",0.024,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,LA,0.2197,0.299,0.225,0.194,0.161,0.281,0.328,0.272,0.302,0.223,0.703,0.544,0.694,0.762,0.813,19.977,"11,850.01",0.853,-0.594,78.800,81.918,64.518,78.312,61.813,90.146,0.057,0.058,0.053,0.263,0.408,0.218,0.138,0.449,-0.970,61.079,28.246,1.263,0.059,-0.035,0.045,0.548,0.072,1.218,0.011,0.012,66.61,0.343,"28,236.33","90,820.73",4.587,16.914,-6.213,0.042,14.005,"3,525.29",-0.057,40.067,0.281,0.014,"1,721.70",0.021,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,LA,0.2454,0.303,0.264,0.237,0.177,0.275,0.337,0.270,0.247,0.248,0.695,0.546,0.680,0.761,0.794,19.132,"11,470.97",-0.216,-0.603,83.496,82.159,61.763,80.829,62.975,110.535,0.047,0.044,0.051,0.239,0.340,0.161,0.102,0.517,-1.312,59.975,20.513,2.296,0.056,0.072,0.118,0.590,0.125,1.644,0.018,0.023,53.42,0.369,"29,461.71","98,259.94",4.854,16.288,-1.394,0.014,14.566,"2,437.92",-0.005,42.560,0.225,0.009,"1,823.28",0.026,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,LA,0.2308,0.289,0.256,0.196,0.183,0.245,0.318,0.255,0.219,0.187,0.718,0.556,0.704,0.798,0.814,20.315,"11,390.25",1.229,-0.858,80.446,78.348,57.807,79.856,62.269,89.294,0.059,0.058,0.058,0.194,0.403,0.221,0.144,0.470,-0.997,80.046,27.018,1.326,0.050,0.151,0.221,0.580,0.082,1.600,0.010,0.010,109.48,0.339,"28,711.97","104,074.49",4.335,17.033,-6.928,0.031,15.498,"1,822.24",-0.034,43.189,0.258,0.011,"2,106.45",0.020,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,LA,0.2123,0.280,0.254,0.194,0.121,0.278,0.338,0.276,0.248,0.251,0.680,0.525,0.636,0.759,0.802,23.012,"12,854.44",1.071,-0.883,84.500,80.116,60.925,78.128,60.040,109.572,0.070,0.066,0.075,0.320,0.414,0.225,0.156,0.414,-0.459,58.302,33.670,1.175,0.059,0.006,0.178,0.586,0.121,0.855,0.011,0.015,63.57,0.341,"29,496.26","92,426.24",4.623,17.006,-6.315,0.046,17.656,"1,720.14",-0.055,37.889,0.307,0.012,"1,532.13",0.019,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,LA,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,23.508,"13,306.81",0.424,-1.945,90.080,82.093,56.412,82.566,57.678,234.711,0.024,0.023,0.025,0.266,0.371,0.306,0.089,0.348,-0.426,60.778,39.623,1.279,0.107,-0.120,0.026,0.477,0.096,0.552,0.008,0.013,27.84,0.393,"21,037.14","57,366.33",4.400,16.154,-5.451,0.055,10.714,,,40.527,0.317,0.016,"1,945.51",0.027,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,AR,0.1558,0.250,0.171,0.095,0.107,0.344,0.395,0.244,0.429,0.308,0.735,0.600,0.805,0.714,0.821,19.919,"10,017.27",2.399,-0.834,84.579,81.585,60.708,72.301,59.708,87.098,0.022,0.018,0.027,0.071,0.371,0.217,0.075,0.469,-0.504,61.785,36.037,1.045,0.050,-0.073,0.061,0.557,0.252,0.891,0.010,0.016,26.43,0.463,"29,000.70","66,969.60",4.759,16.573,-11.371,0.000,14.971,"2,304.00",-0.020,38.562,0.277,0.013,"1,256.47",0.011,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,LA,0.2248,0.283,0.255,0.202,0.159,0.259,0.306,0.274,0.244,0.211,0.727,0.569,0.704,0.807,0.828,20.740,"11,819.73",-0.814,-0.868,80.985,80.189,64.380,75.033,59.264,95.256,0.083,0.075,0.089,0.237,0.408,0.207,0.127,0.446,-0.753,54.579,38.126,1.708,0.058,0.027,0.059,0.596,0.123,1.505,0.012,0.013,77.94,0.312,"31,564.53","97,648.98",4.655,17.402,-12.555,0.049,17.940,"2,514.35",-0.106,38.136,0.327,0.012,"1,944.92",0.023,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,LA,0.1583,0.264,0.151,0.111,0.106,0.284,0.372,0.289,0.270,0.205,0.726,0.605,0.713,0.800,0.787,21.682,"12,545.57",0.635,-0.997,78.704,82.777,64.096,75.582,63.389,126.869,0.040,0.040,0.038,0.207,0.396,0.239,0.115,0.466,-0.936,56.754,35.460,0.980,0.061,0.006,0.160,0.554,0.139,1.417,0.016,0.021,37.56,0.464,"24,714.89","87,053.86",4.639,15.482,-4.971,0.020,22.850,"2,677.30",0.035,40.352,0.287,0.012,"1,398.20",0.017,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,LA,0.2216,0.246,0.254,0.136,0.250,0.323,0.414,0.397,0.273,0.208,0.739,0.590,0.583,0.909,0.875,23.352,"12,540.75",0.689,-1.862,80.202,74.550,57.658,71.171,62.245,137.510,0.018,0.022,0.009,0.160,0.341,0.215,0.097,0.509,-1.556,70.890,16.770,2.737,0.059,-0.072,0.126,0.507,0.127,0.883,0.016,0.014,27.11,0.306,"30,067.25","81,846.20",4.458,15.959,-9.206,0.027,11.100,520.00,,46.561,0.236,0.008,"1,852.56",0.019,4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,AR,0.2765,0.326,0.261,0.167,0.353,0.445,0.419,0.500,0.333,0.529,0.649,0.512,0.652,0.667,0.765,19.875,"10,278.82",3.415,-0.692,87.698,83.182,66.818,70.455,54.362,87.090,0.011,0.009,0.015,0.054,0.366,0.175,0.074,0.496,-0.183,79.900,26.874,3.205,0.072,-0.088,0.044,0.561,0.275,2.291,0.010,0.017,26.28,0.502,"30,092.70","74,248.10",4.643,17.430,-11.593,0.009,10.100,,,38.568,0.225,0.010,"1,466.80",0.015,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,AR,0.1986,0.266,0.220,0.160,0.148,0.327,0.374,0.297,0.323,0.315,0.708,0.582,0.686,0.742,0.822,19.592,"9,446.70",2.217,-0.817,77.465,81.553,62.811,75.842,61.602,90.128,0.046,0.042,0.048,0.238,0.371,0.218,0.083,0.444,-0.923,52.453,42.089,2.066,0.070,-0.072,0.023,0.548,0.209,1.569,0.007,0.013,34.09,0.396,"27,098.61","72,296.76",5.002,17.999,-15.882,0.009,13.849,"2,088.63",-0.041,36.637,0.317,0.010,"1,369.62",0.015,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,AR,0.2110,0.279,0.255,0.209,0.101,0.239,0.354,0.243,0.177,0.182,0.727,0.567,0.733,0.757,0.850,18.819,"8,978.52",2.090,-0.373,81.726,83.539,68.241,74.305,58.299,70.901,0.022,0.023,0.023,0.093,0.355,0.189,0.094,0.495,-0.212,67.221,34.364,1.111,0.058,-0.066,0.037,0.562,0.272,0.960,0.009,0.013,29.14,0.437,"30,514.27","68,361.39",4.725,16.560,-9.728,0.005,13.157,"1,244.45",-0.069,37.579,0.270,0.010,"1,389.88",0.013,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,AR,0.2067,0.297,0.241,0.179,0.110,0.245,0.291,0.243,0.246,0.198,0.745,0.585,0.720,0.818,0.858,17.941,"9,339.44",1.029,-0.065,80.254,82.601,69.905,75.022,65.616,64.211,0.073,0.065,0.077,0.278,0.367,0.122,0.117,0.505,-0.047,57.683,20.675,2.061,0.041,0.227,0.347,0.663,0.114,2.296,0.020,0.018,135.77,0.293,"36,101.20","114,554.68",5.365,17.404,-9.092,0.007,23.768,"4,960.86",-0.114,37.990,0.247,0.009,"1,686.62",0.017,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,AR,0.1747,0.189,0.179,0.214,0.115,0.408,0.402,0.421,0.385,0.423,0.653,0.484,0.692,0.857,0.577,20.205,"9,709.32",1.797,-0.443,86.121,84.705,64.903,78.072,57.441,96.624,0.018,0.023,0.015,0.113,0.349,0.197,0.096,0.474,-0.367,65.766,24.890,0.903,0.048,-0.162,-0.046,0.578,0.200,0.423,0.012,0.016,18.09,0.529,"30,499.94","70,817.38",4.673,15.864,-12.254,0.013,10.486,,,39.831,0.274,0.006,"1,426.60",0.013,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,AR,0.1725,0.286,0.174,0.135,0.096,0.247,0.275,0.223,0.303,0.185,0.726,0.539,0.729,0.768,0.868,20.511,"10,421.24",1.026,-0.774,84.136,80.910,64.354,79.050,55.962,103.555,0.027,0.025,0.029,0.135,0.346,0.159,0.089,0.514,-0.742,61.048,8.768,1.661,0.056,0.127,0.347,0.595,0.183,1.231,0.019,0.020,41.85,0.421,"28,364.96","82,890.89",4.533,17.109,3.540,0.007,13.790,"5,684.06",0.059,41.313,0.197,0.006,"1,251.84",0.012,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,KY,0.2603,0.378,0.292,0.240,0.131,0.272,0.342,0.288,0.237,0.220,0.681,0.474,0.658,0.754,0.838,19.024,"11,609.25",-0.614,-1.309,81.672,83.561,53.412,84.739,55.596,142.123,0.028,0.026,0.025,0.105,0.377,0.285,0.134,0.475,-1.462,50.688,1.283,0.727,0.059,0.156,0.330,0.492,0.164,0.653,0.007,0.006,83.56,0.345,"22,044.17","86,538.10",6.015,16.713,-2.237,0.016,10.457,"10,136.02",0.028,39.095,0.201,0.002,"1,163.93",0.009,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,KY,0.2496,0.406,0.286,0.200,0.106,0.282,0.298,0.256,0.286,0.290,0.681,0.520,0.639,0.760,0.807,19.405,"10,207.63",1.568,-0.316,82.128,87.293,60.378,81.388,61.333,92.040,0.051,0.047,0.058,0.105,0.345,0.206,0.078,0.509,-1.328,41.276,2.740,0.809,0.054,0.239,0.481,0.594,0.205,0.999,0.020,0.016,85.58,0.350,"25,663.87","103,825.18",5.932,15.890,-0.157,-0.003,16.171,"1,728.76",0.067,38.853,0.205,0.008,"1,205.43",0.013,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,KY,0.2534,0.361,0.313,0.153,0.187,0.304,0.331,0.306,0.362,0.218,0.691,0.530,0.692,0.761,0.782,18.425,"11,199.49",0.994,-2.288,82.472,83.997,50.333,81.836,43.843,183.294,0.011,0.009,0.010,0.157,0.344,0.329,0.164,0.456,-1.289,21.394,1.978,0.583,0.079,0.013,0.166,0.423,0.138,0.453,0.004,0.007,33.10,0.295,"20,801.63","65,331.75",6.784,14.831,-5.552,0.030,8.631,"3,750.00",-0.176,38.446,0.199,0.002,"1,271.85",0.009,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,KY,0.2654,0.412,0.257,0.239,0.154,0.305,0.338,0.284,0.278,0.318,0.682,0.455,0.692,0.770,0.808,18.441,"13,094.39",0.912,-2.892,82.338,81.677,45.931,75.893,50.985,217.409,0.014,0.011,0.011,0.096,0.350,0.303,0.094,0.501,-1.348,35.144,1.365,0.567,0.068,-0.153,-0.034,0.421,0.058,0.473,0.004,0.006,61.91,0.315,"20,987.14","59,172.38",6.442,15.178,-7.906,0.010,8.564,"1,610.46",-0.005,42.679,0.192,0.003,"1,263.87",0.011,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,KY,0.2654,0.374,0.333,0.193,0.161,0.247,0.306,0.224,0.256,0.200,0.727,0.508,0.723,0.857,0.821,21.833,"11,973.98",0.247,-1.319,84.325,82.573,57.955,77.520,56.196,137.634,0.010,0.007,0.010,0.067,0.309,0.218,0.085,0.524,-0.499,63.655,2.428,0.920,0.056,0.098,0.214,0.571,0.232,1.034,0.006,0.006,50.14,0.404,"26,922.56","81,943.23",5.746,15.502,0.819,0.006,10.107,"9,291.53",0.049,41.917,0.191,0.006,"1,624.23",0.009,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,KY,0.2454,0.358,0.268,0.185,0.169,0.238,0.298,0.227,0.215,0.211,0.705,0.528,0.704,0.722,0.864,20.061,"10,801.06",2.223,-0.721,84.470,84.450,61.739,83.200,55.463,119.895,0.021,0.016,0.024,0.047,0.350,0.233,0.116,0.480,-1.140,53.834,0.826,0.878,0.071,0.158,0.356,0.529,0.248,0.777,0.006,0.006,54.42,0.372,"24,891.55","84,935.54",5.814,16.585,-2.443,0.010,8.741,"1,150.00",-0.028,39.055,0.191,0.004,"1,270.80",0.012,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,MS,0.2018,0.237,0.169,0.209,0.192,0.311,0.408,0.283,0.256,0.296,0.668,0.521,0.592,0.769,0.790,21.751,"11,244.54",1.227,-0.746,86.086,84.353,64.339,68.455,57.072,84.845,0.045,0.043,0.047,0.223,0.402,0.269,0.138,0.378,-0.764,47.448,52.715,1.244,0.077,-0.018,0.050,0.547,0.228,0.895,0.008,0.013,41.09,0.435,"25,756.36","79,393.74",4.481,18.453,-17.145,0.042,13.887,"2,746.00",0.030,35.570,0.381,0.009,"2,172.38",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,MS,0.2148,0.256,0.243,0.201,0.158,0.301,0.371,0.336,0.300,0.197,0.720,0.577,0.660,0.811,0.832,22.066,"10,272.94",0.725,-1.152,83.534,82.789,60.857,73.934,51.403,100.329,0.022,0.022,0.023,0.141,0.391,0.276,0.129,0.373,-0.761,44.445,47.938,0.992,0.065,0.019,0.147,0.553,0.175,1.098,0.013,0.016,41.86,0.410,"25,221.86","84,235.08",4.294,18.491,-17.675,-0.001,17.403,"2,889.11",0.210,34.247,0.357,0.008,"1,928.17",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,MS,0.1780,0.229,0.175,0.168,0.140,0.321,0.436,0.331,0.273,0.244,0.710,0.553,0.703,0.782,0.803,20.533,"11,041.31",2.763,-1.373,87.503,79.177,60.391,64.589,54.005,89.834,0.046,0.042,0.053,0.218,0.413,0.310,0.112,0.314,-1.051,37.274,65.833,1.057,0.089,-0.103,-0.013,0.534,0.188,0.654,0.007,0.014,46.84,0.498,"23,168.96","72,728.48",4.344,18.695,-20.082,0.011,15.720,"1,419.25",-0.014,33.611,0.434,0.012,"1,800.08",0.017,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,TN,0.2027,0.304,0.225,0.175,0.106,0.299,0.382,0.292,0.260,0.260,0.698,0.484,0.713,0.764,0.829,16.165,"10,182.39",0.729,0.167,83.933,87.422,65.073,83.441,62.253,78.076,0.065,0.062,0.066,0.223,0.345,0.147,0.129,0.526,-0.251,56.966,27.357,1.679,0.060,0.129,0.246,0.614,0.259,1.677,0.016,0.015,83.23,0.366,"31,754.46","100,662.59",4.965,,-8.155,-0.009,15.070,"6,395.61",-0.020,37.323,0.269,0.008,"3,443.54",0.020,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,TN,0.2028,0.315,0.244,0.185,0.067,0.335,0.478,0.378,0.407,0.077,0.765,0.548,0.689,0.889,0.933,15.900,"11,902.23",1.293,-0.619,83.107,86.790,61.990,84.059,57.785,127.597,0.018,0.015,0.022,0.160,0.323,0.181,0.094,0.508,-1.445,50.436,28.770,1.499,0.072,0.059,0.152,0.566,0.316,1.101,0.015,0.017,54.92,0.442,"26,596.63","90,790.97",4.951,,-3.103,-0.005,9.972,"1,294.00",-0.261,36.499,0.300,0.009,"2,161.68",0.017,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,TN,0.2686,0.333,0.154,0.143,0.444,0.263,0.292,0.364,0.286,0.111,0.741,0.481,0.846,0.857,0.778,17.083,"11,219.62",1.738,-0.974,83.261,83.992,63.079,81.051,60.042,150.796,0.011,0.012,0.012,0.078,0.255,0.138,0.062,0.616,-1.398,50.700,5.726,1.196,0.071,0.170,0.261,0.596,0.320,0.929,0.013,0.011,35.37,0.341,"31,852.90","90,547.35",3.920,,1.607,-0.022,8.403,,,40.994,0.194,0.006,"1,722.03",0.013,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,MS,0.1902,0.317,0.201,0.142,0.101,0.275,0.316,0.305,0.247,0.233,0.699,0.532,0.708,0.717,0.838,20.935,"9,946.30",0.825,-0.076,85.984,85.970,68.975,80.069,55.920,82.633,0.022,0.019,0.023,0.123,0.342,0.153,0.115,0.517,-0.694,64.413,24.059,1.321,0.063,0.174,0.257,0.627,0.364,1.063,0.011,0.011,59.36,0.341,"30,736.36","93,177.39",4.352,17.939,-8.120,-0.008,13.293,950.00,-0.129,37.741,0.246,0.008,"1,983.72",0.013,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,MS,0.2068,0.283,0.218,0.202,0.125,0.257,0.293,0.232,0.296,0.208,0.703,0.545,0.678,0.725,0.864,20.111,"10,726.88",1.861,-1.039,83.018,80.694,66.040,76.624,54.489,117.372,0.013,0.016,0.010,0.128,0.303,0.165,0.123,0.545,-0.766,61.835,7.850,1.120,0.060,0.077,0.123,0.574,0.336,0.775,0.011,0.009,54.49,0.372,"28,904.13","82,663.49",4.329,16.744,-1.450,-0.016,9.974,"1,080.00",-0.159,39.048,0.195,0.006,"2,221.81",0.013,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,MS,0.2305,0.330,0.214,0.152,0.226,0.316,0.316,0.346,0.344,0.258,0.702,0.609,0.667,0.758,0.774,23.695,"9,966.79",1.283,-0.382,82.793,88.452,61.641,81.835,55.766,93.903,0.011,0.012,0.010,0.088,0.294,0.158,0.095,0.557,0.047,73.409,18.462,1.717,0.056,0.115,0.186,0.577,0.381,1.708,0.021,0.016,42.35,0.299,"27,596.21","82,862.94",4.111,18.380,-1.196,-0.014,10.787,"5,250.00",0.145,39.296,0.196,0.008,"2,149.37",0.010,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
